old_path;new_url;article_id;year;issue;doi;surname_in_slug;title_ru
/index.php/arkhiv-publikatsij/2025/26-stati/ekonomicheskaya-istoriya/82-vasilev-s-a-ekonomicheskie-reformy-v-rossii-90-kh-gg-formirovanie-komandy-i-ideologii-reformatorov;https://questionset.ru/article/202/;202;2025;4;10.52342/2587-7666vte_2025_4_158_179;да;ЭКОНОМИЧЕСКИЕ РЕФОРМЫ В РОССИИ 90-х гг.: ФОРМИРОВАНИЕ КОМАНДЫ И ИДЕОЛОГИИ РЕФОРМАТОРОВ
/index.php/arkhiv-publikatsij/2025/27-stati/obzory-i-retsenzii/83-pliskevich-n-m-rossijskoe-obshchestvo-i-vyzovy-vremeni-desyatiletie-2014-2024-gg-novoe-issledovanie-instituta-sotsiologii-ran;https://questionset.ru/article/203/;203;2025;4;10.52342/2587-7666vte_2025_4_180_190;да;РОССИЙСКОЕ ОБЩЕСТВО И ВЫЗОВЫ ВРЕМЕНИ: ДЕСЯТИЛЕТИЕ 2014 – 2024 гг. (новое исследование Института социологии РАН)
/index.php/21-stati/ekonomicheskaya-teoriya/89-rubinshtejn-a-ya-chukovskaya-e-e-nauchnaya-deyatelnost-v-tsifrovuyu-epokhu-proizvodstvo-i-rasprostranenie-znaniya;https://questionset.ru/article/118/;118;2026;1;10.52342/2587-7666vte_2026_1_7_21;да;НАУЧНАЯ ДЕЯТЕЛЬНОСТЬ В ЦИФРОВУЮ ЭПОХУ: ПРОИЗВОДСТВО И РАСПРОСТРАНЕНИЕ ЗНАНИЯ
/index.php/21-stati/ekonomicheskaya-teoriya/90-komarovskaya-n-v-neopredeljonnost-i-ekonomicheskaya-aktivnost-teoreticheskie-aspekty;https://questionset.ru/article/154/;154;2026;1;10.52342/2587-7666vte_2026_1_22_38;да;НЕОПРЕДЕЛЁННОСТЬ И ЭКОНОМИЧЕСКАЯ АКТИВНОСТЬ: ТЕОРЕТИЧЕСКИЕ АСПЕКТЫ
/index.php/21-stati/ekonomicheskaya-teoriya/91-kapultsevich-i-k-kulturnaya-transformatsiya-kak-obekt-institutsionalnogo-proektirovaniya-teoreticheskie-osnovy-i-empiricheskie-vozmozhnosti-c-nudge-modelirovaniya;https://questionset.ru/article/155/;155;2026;1;10.52342/2587-7666vte_2026_1_39_53;да;КУЛЬТУРНАЯ ТРАНСФОРМАЦИЯ КАК ОБЪЕКТ ИНСТИТУЦИОНАЛЬНОГО ПРОЕКТИРОВАНИЯ: ТЕОРЕТИЧЕСКИЕ ОСНОВЫ И ЭМПИРИЧЕСКИЕ ВОЗМОЖНОСТИ C-NUDGE МОДЕЛИРОВАНИЯ
/index.php/22-stati/metodologiya-ekonomicheskoj-nauki/92-tishkin-a-s-naukovedcheskie-podkhody-t-kuna-i-i-lakatosa-v-metodologii-ekonomicheskoj-nauki-i-ikh-kritika;https://questionset.ru/article/156/;156;2026;1;10.52342/2587-7666vte_2026_1_54_69;да;НАУКОВЕДЧЕСКИЕ ПОДХОДЫ Т. КУНА И И. ЛАКАТОСА В МЕТОДОЛОГИИ ЭКОНОМИЧЕСКОЙ НАУКИ И ИХ КРИТИКА
/index.php/23-stati/ot-teorii-k-ekonomicheskoj-politike/93-yanovskij-k-e-zhavoronkov-s-v-zatkovetskij-i-pensii-ot-gosudarstva-polza-ne-ochevidna-vred-ocheviden;https://questionset.ru/article/157/;157;2026;1;10.52342/2587-7666vte_2026_1_70_91;да;ПЕНСИИ ОТ ГОСУДАРСТВА: ПОЛЬЗА НЕ ОЧЕВИДНА, ВРЕД ОЧЕВИДЕН
/index.php/23-stati/ot-teorii-k-ekonomicheskoj-politike/94-dmitriev-m-e-okonishnikov-a-a-semenyaka-a-n-tselevoj-zhilishchnyj-kapital-sotsialno-orientirovannyj-institutsionalnyj-dizajn;https://questionset.ru/article/158/;158;2026;1;10.52342/2587-7666vte_2026_1_92_111;да;ЦЕЛЕВОЙ ЖИЛИЩНЫЙ КАПИТАЛ: СОЦИАЛЬНО ОРИЕНТИРОВАННЫЙ ИНСТИТУЦИОНАЛЬНЫЙ ДИЗАЙН
/index.php/23-stati/ot-teorii-k-ekonomicheskoj-politike/95-bykovskij-k-f-kartashev-d-d-obrazovanie-i-dokhod-paradoksy-globalizatsii;https://questionset.ru/article/159/;159;2026;1;10.52342/2587-7666vte_2026_1_112_127;да;ОБРАЗОВАНИЕ И ДОХОД: ПАРАДОКСЫ ГЛОБАЛИЗАЦИИ
/index.php/24-stati/istoriya-mysli/96-borokh-o-n-kitajskoe-ekonomicheskoe-obrazovanie-v-period-kampanij-kritiki-vtoroj-poloviny-1950-kh-gg;https://questionset.ru/article/160/;160;2026;1;10.52342/2587-7666vte_2026_1_128_144;да;КИТАЙСКОЕ ЭКОНОМИЧЕСКОЕ ОБРАЗОВАНИЕ В ПЕРИОД КАМПАНИЙ КРИТИКИ ВТОРОЙ ПОЛОВИНЫ 1950-х ГОДОВ
/index.php/25-stati/mezhdistsiplinarnye-issledovaniya/97-medushevskij-a-n-dobrodetel-i-porok-eticheskie-kodeksy-marginalnykh-soobshchestv-sovremennoj-rossii-chast-1;https://questionset.ru/article/181/;181;2026;1;10.52342/2587-7666vte_2026_1_145_163;да;ДОБРОДЕТЕЛЬ И ПОРОК: ЭТИЧЕСКИЕ КОДЕКСЫ МАРГИНАЛЬНЫХ СООБЩЕСТВ СОВРЕМЕННОЙ РОССИИ (Часть 1)
/index.php/25-stati/mezhdistsiplinarnye-issledovaniya/98-nisnevich-yu-a-mir-demokraticheskogo-pravleniya-v-nachale-xxi-veka;https://questionset.ru/article/182/;182;2026;1;10.52342/2587-7666vte_2026_1_164_188;да;МИР ДЕМОКРАТИЧЕСКОГО ПРАВЛЕНИЯ В НАЧАЛЕ XXI ВЕКА
/index.php/26-stati/ekonomicheskaya-istoriya/99-vasilev-s-a-programmy-reformirovaniya-ekonomiki-i-zapusk-ekonomicheskikh-reform-v-rossii;https://questionset.ru/article/183/;183;2026;1;10.52342/2587-7666vte_2026_1_189_214;да;ПРОГРАММЫ РЕФОРМИРОВАНИЯ ЭКОНОМИКИ И ЗАПУСК ЭКОНОМИЧЕСКИХ РЕФОРМ В РОССИИ
/index.php/27-stati/obzory-i-retsenzii/100-kislitsyna-o-a-iskusstvennyj-intellekt-v-zdravookhranenii-lekarstvo-ili-yad;https://questionset.ru/article/184/;184;2026;1;10.52342/2587-7666vte_2026_1_215_227;да;ИСКУССТВЕННЫЙ ИНТЕЛЛЕКТ В ЗДРАВООХРАНЕНИИ: «ЛЕКАРСТВО» ИЛИ «ЯД»?
/index.php/21-stati/ekonomicheskaya-teoriya/102-rubinshtejn-a-ya-chukovskaya-e-e-rasprostranenie-znaniya-i-nauchnye-zhurnaly-v-zerkale-sotsiologicheskogo-issledovaniya;https://questionset.ru/article/90/;90;2026;2;10.52342/2587-7666vte_2026_2_7_25;да;РАСПРОСТРАНЕНИЕ ЗНАНИЯ И НАУЧНЫЕ ЖУРНАЛЫ В ЗЕРКАЛЕ СОЦИОЛОГИЧЕСКОГО ИССЛЕДОВАНИЯ
/index.php/21-stati/ekonomicheskaya-teoriya/103-zaostrovtsev-a-p-krakh-liberalnoj-modernizatsii-i-vyzov-russkoj-matritsy;https://questionset.ru/article/91/;91;2026;2;10.52342/2587-7666vte_2026_2_26_45;да;КРАХ ЛИБЕРАЛЬНОЙ МОДЕРНИЗАЦИИ И ВЫЗОВ «РУССКОЙ МАТРИЦЫ»
/index.php/21-stati/ekonomicheskaya-teoriya/104-plushchevskaya-yu-l-volny-kondrateva-kak-fazy-sistemnykh-tsiklov-nakopleniya-d-arrigi-teoreticheskie-osnovy-i-empiricheskaya-verifikatsiya;https://questionset.ru/article/108/;108;2026;2;10.52342/2587-7666vte_2026_2_46_67;да;ВОЛНЫ КОНДРАТЬЕВА КАК ФАЗЫ СИСТЕМНЫХ ЦИКЛОВ НАКОПЛЕНИЯ Д. АРРИГИ: ТЕОРЕТИЧЕСКИЕ ОСНОВЫ И ЭМПИРИЧЕСКАЯ ВЕРИФИКАЦИЯ
/index.php/21-stati/ekonomicheskaya-teoriya/105-pliskevich-n-m-kontseptualnoe-prostranstvo-issledovaniya-transformatsionnykh-protsessov;https://questionset.ru/article/109/;109;2026;2;10.52342/2587-7666vte_2026_2_68_85;да;КОНЦЕПТУАЛЬНОЕ ПРОСТРАНСТВО ИССЛЕДОВАНИЯ ТРАНСФОРМАЦИОННЫХ ПРОЦЕССОВ
/index.php/22-stati/metodologiya-ekonomicheskoj-nauki/106-tambovtsev-v-l-preodolenie-ekonomicheskogo-neravenstva-vse-li-voprosy-postavleny;https://questionset.ru/article/110/;110;2026;2;10.52342/2587-7666vte_2026_2_86_98;да;ПРЕОДОЛЕНИЕ ЭКОНОМИЧЕСКОГО НЕРАВЕНСТВА: ВСЕ ЛИ ВОПРОСЫ ПОСТАВЛЕНЫ?
/index.php/23-stati/ot-teorii-k-ekonomicheskoj-politike/107-shestakova-e-e-est-li-perspektivy-u-dobrovolnogo-meditsinskogo-strakhovaniya-ili-eto-put-v-tupik;https://questionset.ru/article/111/;111;2026;2;10.52342/2587-7666vte_2026_2_99_113;да;ЕСТЬ ЛИ ПЕРСПЕКТИВЫ У ДОБРОВОЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ИЛИ ЭТО ПУТЬ В ТУПИК?
/index.php/23-stati/ot-teorii-k-ekonomicheskoj-politike/108-bondarev-i-m-tekhnologicheskij-suverenitet-kak-pole-konsensusa-rossijskoj-nauki-gosudarstva-i-biznesa-teoreticheskie-aspekty;https://questionset.ru/article/112/;112;2026;2;10.52342/2587-7666vte_2026_2_114_134;да;ТЕХНОЛОГИЧЕСКИЙ СУВЕРЕНИТЕТ КАК ПОЛЕ КОНСЕНСУСА РОССИЙСКОЙ НАУКИ, ГОСУДАРСТВА И БИЗНЕСА: ТЕОРЕТИЧЕСКИЕ АСПЕКТЫ
/index.php/24-stati/istoriya-mysli/109-rozanova-n-m-filosofiya-ekosistemy-cheloveka-i-prirody-v-rabotakh-s-n-bulgakova;https://questionset.ru/article/113/;113;2026;2;10.52342/2587-7666vte_2026_2_135_145;да;ФИЛОСОФИЯ ЭКОСИСТЕМЫ ЧЕЛОВЕКА И ПРИРОДЫ В РАБОТАХ С.Н. БУЛГАКОВА
/index.php/25-stati/mezhdistsiplinarnye-issledovaniya/110-medushevskij-a-n-dobrodetel-i-porok-eticheskie-kodeksy-marginalnykh-soobshchestv-sovremennoj-rossii-chast-2;https://questionset.ru/article/114/;114;2026;2;10.52342/2587-7666vte_2026_2_146_164;да;ДОБРОДЕТЕЛЬ И ПОРОК: ЭТИЧЕСКИЕ КОДЕКСЫ МАРГИНАЛЬНЫХ СООБЩЕСТВ СОВРЕМЕННОЙ РОССИИ (Часть 2)
/index.php/26-stati/ekonomicheskaya-istoriya/111-vasilev-s-a-popytki-stabilizatsii-rossijskoj-ekonomiki-v-1993-1998-gg-pyat-pravitelstv-viktora-chernomyrdina;https://questionset.ru/article/115/;115;2026;2;10.52342/2587-7666vte_2026_2_165_193;да;ПОПЫТКИ СТАБИЛИЗАЦИИ РОССИЙСКОЙ ЭКОНОМИКИ В 1993-1998 гг.: ПЯТЬ ПРАВИТЕЛЬСТВ ВИКТОРА ЧЕРНОМЫРДИНА
/index.php/26-stati/ekonomicheskaya-istoriya/112-feldman-m-a-vtoroj-pyatiletnij-plan-i-ego-realizatsiya-v-1933-1937-gg-mnogolikaya-sudba;https://questionset.ru/article/116/;116;2026;2;10.52342/2587-7666vte_2026_2_194_208;да;ВТОРОЙ ПЯТИЛЕТНИЙ ПЛАН И ЕГО РЕАЛИЗАЦИЯ В 1933 ‒ 1937 гг.: МНОГОЛИКАЯ СУДЬБА
/index.php/27-stati/obzory-i-retsenzii/113-samojlov-o-m-tatarko-a-n-sotsialno-psikhologicheskie-faktory-doveriya-iskusstvennomu-intellektu-sostoyanie-issledovanij;https://questionset.ru/article/117/;117;2026;2;10.52342/2587-7666vte_2026_2_209_228;да;СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКИЕ ФАКТОРЫ ДОВЕРИЯ ИСКУССТВЕННОМУ ИНТЕЛЛЕКТУ: СОСТОЯНИЕ ИССЛЕДОВАНИЙ
